x,y
30.99323863491365,-40.21037098289893
31.246879992508624,-40.30078745591936
31.507556023075924,-40.396271232574115
31.77492487214717,-40.49678407233656
32.048644685253954,-40.60228773468003
32.328373607927894,-40.712743979077885
32.61376978570055,-40.82811456500341
32.90449136410358,-40.94836125193001
33.20019648866856,-41.073445799331004
33.50054330492708,-41.20332996667972
33.80518995841075,-41.337975513449514
34.11379459465116,-41.4773441991137
34.426015359179935,-41.621397783145675
34.741510397528664,-41.770098025018726
35.05993785522895,-41.92340668420621
35.380955877812404,-42.081285520181495
35.704222610810625,-42.24369629241791
36.0293961997552,-42.410600760388775
36.356134790177734,-42.581960683567445
36.68409652760984,-42.75773782142726
37.012939557583096,-42.93789393344156
37.34232202562914,-43.122390779083695
37.67190207727954,-43.311190117826996
38.001337858065924,-43.504253709144805
38.33028751351989,-43.701543312510495
38.658409189173014,-43.903020687397344
38.98536103055693,-44.10864759327876
39.31080118320321,-44.31838578962804
39.63438779264348,-44.53219703591854
39.95577900440934,-44.75004309162361
40.274632964032364,-44.97188571621657
40.590607817044194,-45.19768666917078
40.90336170897639,-45.42740770995957
41.212552785360586,-45.66101059805629
41.517839191728385,-45.898457092934294
41.818879073611356,-46.13970895406689
42.115330576541126,-46.38472794092744
42.4068518460493,-46.633475812989296
42.69310102766747,-46.88591432972577
42.97373626692722,-47.14200525061022
43.248415709360174,-47.40171033511599
43.516797500497944,-47.66499134271643
43.77853978587211,-47.93181003288486
44.03330071101429,-48.20212816509465
44.28073842145607,-48.4759074988191
44.52051106272906,-48.753109793531586
44.75227678036485,-49.033696808705436
44.97569371989507,-49.317630303814
45.19042002685129,-49.604872038330605
45.39611384676514,-49.8953837717286
45.592441023154834,-50.18912441433379
45.77923561017223,-50.48599061903602
45.956495101704306,-50.78581854707462
46.12422373519752,-51.0884418637901
46.28242574809827,-51.39369423452304
46.43110537785295,-51.70140932461395
46.57026686190802,-52.011420799403425
46.69991443770985,-52.32356232423195
46.82005234270488,-52.63766756444012
46.930684814339514,-52.95357018536846
47.03181609006016,-53.27110385235751
47.12345040731325,-53.59010223074781
47.20559200354518,-53.91039898587993
47.27824511620235,-54.23182778309437
47.341413982731225,-54.554222287731726
47.39510284057816,-54.87741616513252
47.43931592718962,-55.2012430806373
47.47405748001198,-55.52553669958658
47.49933173649167,-55.850130687320956
47.515142934075094,-56.17485870918094
47.52149531020869,-56.49955443050708
47.518393102338855,-56.82405151663993
47.50584054791199,-57.14818363292001
47.483841884374534,-57.471784444687906
47.45240144597801,-57.79468765533716
47.411623868306194,-58.11676639560217
47.36190365764821,-58.438007741175454
47.30368737808071,-58.7584192310882
47.23742159368027,-59.07800840437156
47.16355286852348,-59.39678280005671
47.082527766686965,-59.714749957174845
46.9947928522473,-60.03191741475713
46.9007946892811,-60.3482927118347
46.80097984186497,-60.6638833874388
46.69579487407549,-60.97869698060053
46.585686349989274,-61.292741030351095
46.47110083368291,-61.606023075721666
46.352484889233025,-61.91855065574343
46.23028508071618,-62.23033130944752
46.104947972209004,-62.541372575865154
45.97692012778809,-62.85168199402746
45.84664811153003,-63.161267102965645
45.714578487511424,-63.470135441710866
45.58115781980888,-63.778294549294294
45.446832672499,-64.0857519647471
45.31204960965837,-64.39251522710046
45.177255195363585,-64.69859187538555
45.042895993691275,-65.00398944863355
44.90939730072616,-65.30871988197077
44.776877144082555,-65.6128586229344
44.64522250038193,-65.91652887731533
44.514314711166975,-66.2198550156756
44.38403511798041,-66.52296140857725
44.25426506236495,-66.82597242658225
44.124885885863314,-67.12901244025268
43.99577893001819,-67.43220582015053
43.86682553637232,-67.7356769368378
43.73790704646839,-68.03955016087657
43.60890480184914,-68.34394986282884
43.47970014405727,-68.64900041325659
43.35017441463549,-68.9548261827219
43.22020895512653,-69.26155154178677
43.08968510707308,-69.5693008610132
42.95848421201785,-69.87819851096324
42.82648761150358,-70.18836886219891
42.69357664707297,-70.49993628528223
42.55963266026873,-70.81302515077525
42.42453699263357,-71.1277598292399
42.288170985710195,-71.44426469123829
42.150415981041355,-71.76266410733243
42.011153320169726,-72.08308244808433
41.87026434463804,-72.40564408405598
41.727612904940024,-72.73038004553082
41.58295441597344,-73.05674270059973
41.436002793795666,-73.38396296046281
41.286471870536516,-73.71127128844407
41.134075478325855,-74.0378981478676
40.97852744929348,-74.36307400205742
40.81954161556922,-74.68602931433759
40.656831809282934,-75.00599454803215
40.490111862564405,-75.32220016646515
40.319095607543495,-75.63387663296061
40.143496876350014,-75.94025441084261
39.963029501113795,-76.24056396343516
39.77740731396467,-76.53403575406234
39.58634414703246,-76.81990024604818
39.38955383244703,-77.09738790271675
39.186750202338146,-77.36572918739203
38.97764708883567,-77.62415456339812
38.761958324069425,-77.87189449405903
